date,precipitation,peti,temperature,discharge_spec,discharge_vol
01/10/1987,0,0.93,7.91,1.54,5.205
02/10/1987,0,0.55,6.41,1.4,4.731
03/10/1987,0,0.56,5.82,1.3,4.394
04/10/1987,0,0.43,4.68,1.24,4.191
05/10/1987,12.3,0.45,6.95,2.29,7.739
06/10/1987,1.5,0.85,6.18,2.03,6.861
07/10/1987,14.11,0.55,3.4,6,20.278
08/10/1987,1.78,0.85,3.65,4.26,14.397
09/10/1987,3.74,0.52,1.58,2.98,10.071
10/10/1987,1.72,0.3,1.65,2.64,8.922
11/10/1987,1.53,0.61,1.94,2.01,6.793
12/10/1987,4.27,0.27,2.16,2.81,9.497
13/10/1987,0.57,0.29,2.1,2.35,7.942
14/10/1987,2.21,0.4,3.74,2.2,7.435
15/10/1987,5.04,0.01,1.11,2.39,8.077
16/10/1987,8.23,0.06,3.39,3.62,12.234
17/10/1987,18.92,0.97,5.44,5.64,19.061
18/10/1987,4.58,0.31,6.03,13.7,46.301
19/10/1987,7.53,0.31,4.81,6.76,22.846
20/10/1987,17.17,0.07,5.85,6.67,22.542
21/10/1987,12.04,0.35,7.66,13.47,45.524
22/10/1987,0.01,0.7,4.69,8.03,27.138
23/10/1987,0,0.23,0.91,4.74,16.019
24/10/1987,0.11,0.41,0.89,3.75,12.674
25/10/1987,3.91,0.51,3.39,3.45,11.660
26/10/1987,6.63,0.83,5.97,4.79,16.188
27/10/1987,7.88,0.04,2.07,5.73,19.365
28/10/1987,0.38,0.37,2.68,3.79,12.809
29/10/1987,0,0.14,1.06,2.93,9.902
30/10/1987,0,0.13,0.01,2.52,8.517
31/10/1987,0.58,0.04,1.15,2.25,7.604
01/11/1987,0.04,0.08,2.65,2.02,6.827
02/11/1987,0,0.07,5.46,1.79,6.050
03/11/1987,0,0.06,4.56,1.64,5.543
04/11/1987,0,0.08,4.25,1.51,5.103
05/11/1987,0,0.06,1.48,1.38,4.664
06/11/1987,0,0.01,1.08,1.28,4.326
07/11/1987,0.71,0.05,1.02,1.23,4.157
08/11/1987,0.84,0.1,1.57,1.2,4.056
09/11/1987,1.97,0.09,2.76,1.17,3.954
10/11/1987,7.78,0.35,3.06,2.14,7.232
11/11/1987,5.18,0.58,0.7,1.97,6.658
12/11/1987,4.34,0.61,0.74,1.8,6.083
13/11/1987,13.16,0.3,1.41,3.31,11.187
14/11/1987,7.08,0.63,2.04,4.45,15.039
15/11/1987,2.77,0.23,1.3,3.52,11.896
16/11/1987,0.96,0.07,3.47,6.3,21.292
17/11/1987,0.49,0.93,5.91,4.59,15.513
18/11/1987,7.8,0.18,6.76,6.57,22.204
19/11/1987,4.07,0.92,4.31,5.78,19.534
20/11/1987,0.16,1.09,3.86,3.78,12.775
21/11/1987,1.4,0.71,3.91,2.91,9.835
22/11/1987,17.23,0.43,0.94,2.64,8.922
23/11/1987,18.33,0.38,0.88,5.08,17.169
24/11/1987,9.18,0.52,-0.01,3.13,10.578
25/11/1987,0.23,0.08,-1,2.3,7.773
26/11/1987,0.52,0.03,-3.32,2.15,7.266
27/11/1987,0.18,0.01,-1.96,1.89,6.388
28/11/1987,0.04,0.02,0.18,1.81,6.117
29/11/1987,0.49,0.06,1.23,2.67,9.024
30/11/1987,0,0.07,-0.7,2.01,6.793
01/12/1987,0,0.03,-2.6,1.64,5.543
02/12/1987,0,0.01,-2.32,1.27,4.292
03/12/1987,0.09,0.03,-3,1.39,4.698
04/12/1987,0.33,0.05,-1.39,1.24,4.191
05/12/1987,0.99,0.11,0.23,1.21,4.089
06/12/1987,0.4,0.23,0.55,1.09,3.684
07/12/1987,0.58,0.04,-3.96,0.6,2.028
08/12/1987,0.15,0.02,-5.12,1.09,3.684
09/12/1987,0.02,0.02,-3.86,1.02,3.447
10/12/1987,0.07,0.04,-2.16,0.99,3.346
11/12/1987,0.12,0,-0.58,0.99,3.346
12/12/1987,0,0.01,-1.93,0.78,2.636
13/12/1987,0,0.01,-5.6,0.55,1.859
14/12/1987,0,0,-5.39,0.69,2.332
15/12/1987,3.07,0.08,-3.79,0.72,2.433
16/12/1987,2.01,0,-2.14,1.43,4.833
17/12/1987,1.2,0,2.54,4.91,16.594
18/12/1987,1.25,0,3.33,5.86,19.805
19/12/1987,3.31,0.84,5.14,5.23,17.675
20/12/1987,3.29,0,5.57,6.02,20.345
21/12/1987,0.65,0.05,5.27,4.73,15.986
22/12/1987,0.03,0.65,3.16,2.94,9.936
23/12/1987,0.04,0.2,2.68,2.39,8.077
24/12/1987,2.27,0.26,3.93,2.3,7.773
25/12/1987,1.95,0.6,4.35,2.96,10.004
26/12/1987,4.12,0.05,4.93,3.26,11.018
27/12/1987,14.3,0.61,3.79,5.79,19.568
28/12/1987,1.45,0.1,5.07,4.25,14.363
29/12/1987,15.44,0.86,5.23,5.05,17.067
30/12/1987,20.81,0.8,4.09,10.12,34.202
31/12/1987,9.82,0.55,2.58,13.54,45.760
01/01/1988,8.97,0.88,4.45,8.35,28.220
02/01/1988,5.31,0.3,2.04,5.79,19.568
03/01/1988,0.09,0.12,-0.62,3.89,13.147
04/01/1988,0.05,0.01,-2.3,2.73,9.226
05/01/1988,1.22,0.01,-3.56,2.44,8.246
06/01/1988,2.87,0.09,-2.16,2.04,6.894
07/01/1988,0.23,0.2,-1.21,1.51,5.103
08/01/1988,3.38,0.33,0.71,2.54,8.584
09/01/1988,17.36,0,3.02,9.27,31.329
10/01/1988,2.1,0.73,0.78,3.52,11.896
11/01/1988,4.37,0.4,0.03,2.81,9.497
12/01/1988,25.66,0,0.62,19.56,66.106
13/01/1988,3.69,1.03,2.5,8.36,28.254
14/01/1988,1.24,0.48,1.89,5.06,17.101
15/01/1988,0.15,0.51,1.95,3.77,12.741
16/01/1988,1.51,0.12,1.31,2.84,9.598
17/01/1988,0.15,0,-0.1,2.37,8.010
18/01/1988,9.39,0.08,-3.25,1.76,5.948
19/01/1988,14.59,0,-1.06,6.05,20.447
20/01/1988,0.18,0.39,-0.12,3.12,10.544
21/01/1988,1.07,0.17,-1.61,2.16,7.300
22/01/1988,0.09,0.09,-2.1,1.52,5.137
23/01/1988,4.69,0.24,-2.81,1.74,5.881
24/01/1988,28.55,0,-2.08,2.69,9.091
25/01/1988,8.79,0.35,-0.76,1.96,6.624
26/01/1988,6.95,0.11,-0.4,1.9,6.421
27/01/1988,0.2,0.13,-2.6,1.58,5.340
28/01/1988,0.88,0.29,-2.31,1.45,4.900
29/01/1988,7.26,0.11,-0.54,1.37,4.630
30/01/1988,11.94,0.02,-0.08,1.64,5.543
31/01/1988,7.66,0.3,1.07,1.36,4.596
01/02/1988,11.7,0.38,-0.22,1.96,6.624
02/02/1988,5.91,0.56,0.92,2.24,7.570
03/02/1988,5.83,0.51,1.21,3.19,10.781
04/02/1988,0.95,0.22,-1.28,1.96,6.624
05/02/1988,1.72,0.28,-0.88,1.52,5.137
06/02/1988,8.85,0.51,-1.71,0.74,2.501
07/02/1988,2.86,0.26,-3.19,1.29,4.360
08/02/1988,13.66,0.56,-1.33,1.22,4.123
09/02/1988,27.65,0.94,-0.59,1.24,4.191
10/02/1988,5.97,0.73,-0.21,1.24,4.191
11/02/1988,0.48,0.32,-0.92,1.15,3.887
12/02/1988,2.51,0.41,-2.32,1.15,3.887
13/02/1988,7.48,0.7,-0.44,1.72,5.813
14/02/1988,2.27,0.61,0.8,2.85,9.632
15/02/1988,4.27,0.03,1.24,8.09,27.341
16/02/1988,0.5,0.88,0.41,4.4,14.870
17/02/1988,0.78,1.02,1.9,3.08,10.409
18/02/1988,0.31,0.72,2.79,7.7,26.023
19/02/1988,0.03,0.41,3.45,10.01,33.830
20/02/1988,0.68,0.55,3.41,7.12,24.063
21/02/1988,0.87,0.79,2.38,5.24,17.709
22/02/1988,1.68,0.73,2,5.62,18.994
23/02/1988,1.33,1.12,-0.44,3.06,10.342
24/02/1988,4.74,0.81,-0.59,2.34,7.908
25/02/1988,2.41,0.27,-1.46,2.03,6.861
26/02/1988,1.46,0.26,0.51,5.04,17.033
27/02/1988,1.58,0.86,3.27,12.23,41.333
28/02/1988,1.66,1.59,1.29,5,16.898
29/02/1988,3.73,1.08,-2.49,2.5,8.449
01/03/1988,1.63,0.98,-2.32,2.22,7.503
02/03/1988,3.82,0.65,-1.42,2.42,8.179
03/03/1988,6.21,0.97,-1.32,1.88,6.354
04/03/1988,1.35,0.91,-3.22,1.71,5.779
05/03/1988,5.25,0.88,-0.58,2.57,8.686
06/03/1988,4.46,0.44,-0.13,3.8,12.843
07/03/1988,0.67,0.61,0.6,2.55,8.618
08/03/1988,0.41,0.62,3.2,5.58,18.858
09/03/1988,3.96,0.7,1.59,4.45,15.039
10/03/1988,0.6,0.91,0.9,3.36,11.356
11/03/1988,5.11,0.85,2.32,7.43,25.111
12/03/1988,0.15,0.83,-1.64,3.24,10.950
13/03/1988,0,0.44,-3.48,2.03,6.861
14/03/1988,6.03,0.64,-4.24,1.97,6.658
15/03/1988,30.44,0.03,-1.99,3.25,10.984
16/03/1988,0.16,0.89,-0.38,2.75,9.294
17/03/1988,0.06,0.83,-1.59,1.91,6.455
18/03/1988,9.35,1.23,-0.9,1.79,6.050
19/03/1988,0.21,0.67,3.8,10.45,35.317
20/03/1988,0.1,1.24,5.55,9.67,32.681
21/03/1988,2.4,0.64,3.09,5.37,18.149
22/03/1988,14.38,0.7,1.38,6.23,21.055
23/03/1988,9.11,0.81,2.66,8.87,29.977
24/03/1988,14.66,1.26,2.18,9.87,33.357
25/03/1988,6.55,1.35,2.64,8.25,27.882
26/03/1988,14.83,1.02,2.64,11.49,38.832
27/03/1988,4.96,1.37,3.71,6.54,22.103
28/03/1988,1.55,1.34,3.34,6.69,22.610
29/03/1988,9.08,1.12,1.46,4.11,13.890
30/03/1988,5.45,0.86,2.07,4.54,15.344
31/03/1988,0.7,1.32,1.78,3.78,12.775
01/04/1988,9.76,0.99,2.95,4.55,15.377
02/04/1988,0.3,0.98,1.84,4.27,14.431
03/04/1988,0.18,1.11,2.62,3.51,11.863
04/04/1988,0,1.4,2.45,3.83,12.944
05/04/1988,0,1.37,4.51,4.76,16.087
06/04/1988,0,1.18,6.71,7.15,24.164
07/04/1988,0.65,0.88,4.69,7.08,23.928
08/04/1988,0.13,1.05,0.72,4.59,15.513
09/04/1988,1.75,1.59,-0.47,3.31,11.187
10/04/1988,1.81,1.2,2.81,5.83,19.703
11/04/1988,0.65,1.26,4.14,5.27,17.811
12/04/1988,0.26,0.81,-0.57,3.14,10.612
13/04/1988,0,1.57,-0.58,2.6,8.787
14/04/1988,0.53,2.2,4.05,3.3,11.153
15/04/1988,5.97,1.27,6.71,7.17,24.232
16/04/1988,6.09,1.04,7.15,11.23,37.953
17/04/1988,5.08,1.06,5.69,11.01,37.210
18/04/1988,17.4,0.78,3.56,15.13,51.134
19/04/1988,0.3,1.48,5.47,10.07,34.033
20/04/1988,13.65,0.88,4.17,9.37,31.667
21/04/1988,1.67,1.21,2.8,6.75,22.813
22/04/1988,0,1.15,1.82,4.62,15.614
23/04/1988,0,1.99,2.01,3.49,11.795
24/04/1988,0.09,1.3,2.35,3.1,10.477
25/04/1988,4.3,1.07,4.64,3.62,12.234
26/04/1988,0.09,1.33,3.43,3.43,11.592
27/04/1988,0.01,1.47,1.71,2.72,9.193
28/04/1988,0,1.98,1.33,2.35,7.942
29/04/1988,0,1.82,1.99,2.22,7.503
30/04/1988,4.29,1.1,0.38,2.07,6.996
01/05/1988,8.94,1.11,3.59,3.47,11.727
02/05/1988,3.89,1.04,4.27,5.6,18.926
03/05/1988,1.43,0.85,3.57,4.97,16.797
04/05/1988,0.72,0.63,3.78,4.06,13.721
05/05/1988,0.05,2.41,5.35,4.34,14.668
06/05/1988,0,2.48,8.14,5.27,17.811
07/05/1988,0,2.46,8.1,7.44,25.144
08/05/1988,0.1,0.67,5.91,5.91,19.974
09/05/1988,0,2.51,7.83,6.02,20.345
10/05/1988,0.42,2.43,7.8,5.05,17.067
11/05/1988,0.44,1.52,5.31,4.33,14.634
12/05/1988,0,1.7,7.21,5.59,18.892
13/05/1988,0,1.89,7.93,6.76,22.846
14/05/1988,0,3.2,8.54,6.61,22.339
15/05/1988,0,3.17,7.46,4.96,16.763
16/05/1988,0.3,2.69,6.52,4.25,14.363
17/05/1988,2.65,1.69,3.31,3.32,11.220
18/05/1988,1.58,1.46,1.96,2.53,8.550
19/05/1988,1.1,1.75,2.56,2.08,7.030
20/05/1988,0,2.17,3.66,1.78,6.016
21/05/1988,0,2.43,4.84,1.81,6.117
22/05/1988,0,2.65,6.55,2.13,7.199
23/05/1988,4.35,2.57,6.63,2.4,8.111
24/05/1988,9.03,2.39,8.58,3.46,11.694
25/05/1988,0.49,3.61,7.06,3.05,10.308
26/05/1988,7.64,2,6.5,2.76,9.328
27/05/1988,0,3.08,7.79,2.68,9.057
28/05/1988,0.02,2.77,7.4,2.61,8.821
29/05/1988,12.31,1.71,7.71,3.08,10.409
30/05/1988,0.49,2.66,8.38,3.32,11.220
31/05/1988,1.31,1.66,7.25,2.59,8.753
01/06/1988,2.01,2.12,8.31,2.19,7.401
02/06/1988,1.98,2.41,8.56,2.13,7.199
03/06/1988,7.03,2,7.1,2.49,8.415
04/06/1988,0.66,2.56,6.84,2.65,8.956
05/06/1988,0,2.88,6.5,2.04,6.894
06/06/1988,0.87,2.35,7.46,1.83,6.185
07/06/1988,0.04,2.81,9.74,1.89,6.388
08/06/1988,0,2.53,8.66,1.84,6.219
09/06/1988,0,2.79,7.92,1.7,5.745
10/06/1988,0,3.4,8.61,1.58,5.340
11/06/1988,0,2.21,8.06,1.53,5.171
12/06/1988,0,3.49,10.35,1.41,4.765
13/06/1988,0,3.17,9.99,1.4,4.731
14/06/1988,0,2.48,9.82,1.33,4.495
15/06/1988,0,2.05,9.04,1.24,4.191
16/06/1988,1.98,0.73,8.96,1.15,3.887
17/06/1988,0,1.96,9.58,1.05,3.549
18/06/1988,0,3.34,10.67,0.96,3.244
19/06/1988,1.55,1.71,11.01,0.95,3.211
20/06/1988,6.81,2.06,11.76,0.9,3.042
21/06/1988,0.2,2.17,11.39,1.02,3.447
22/06/1988,0,2.67,8.27,0.79,2.670
23/06/1988,0.03,3.46,11.73,0.75,2.535
24/06/1988,0,3.05,13.57,0.74,2.501
25/06/1988,2.16,2.25,11.53,0.71,2.400
26/06/1988,0.02,2.38,11.06,0.66,2.231
27/06/1988,0.03,2.16,10.99,0.57,1.926
28/06/1988,0,2.09,9.8,0.51,1.724
29/06/1988,0,1.94,10.07,0.46,1.555
30/06/1988,2.22,2.2,11.37,0.48,1.622
01/07/1988,16.73,1.12,11.85,1,3.380
02/07/1988,14.38,2.07,9.81,2.59,8.753
03/07/1988,0.43,2.84,9.44,1.12,3.785
04/07/1988,18.8,2.37,9.5,2.13,7.199
05/07/1988,3.99,1.55,10,6.49,21.934
06/07/1988,4.17,2.59,11.48,2.95,9.970
07/07/1988,4.11,1.84,9.37,2.84,9.598
08/07/1988,2.75,1.7,8.66,2.3,7.773
09/07/1988,7.88,2.47,9.99,2.41,8.145
10/07/1988,4.57,3.04,11.29,4.26,14.397
11/07/1988,1.04,2.44,9.71,3.53,11.930
12/07/1988,4.46,2.99,10.04,2.21,7.469
13/07/1988,14.51,0.67,9.46,6.1,20.616
14/07/1988,0.32,1.51,9.87,5.56,18.791
15/07/1988,0.07,2.36,9.65,4.17,14.093
16/07/1988,19,1.46,6.76,6.21,20.988
17/07/1988,1.93,1.66,9.66,4.63,15.648
18/07/1988,0.29,1.77,9.83,3.15,10.646
19/07/1988,0.04,2.29,12.27,2.4,8.111
20/07/1988,3.18,2.5,8.66,1.94,6.556
21/07/1988,0.59,1.33,8.38,1.95,6.590
22/07/1988,2.95,1.53,9.84,1.64,5.543
23/07/1988,5.47,1.67,11.48,1.9,6.421
24/07/1988,12.08,2.61,10.46,2.27,7.672
25/07/1988,14.73,2.65,9.39,14.19,47.957
26/07/1988,0.69,2.45,9.93,5.59,18.892
27/07/1988,0.58,2.76,9.34,3.2,10.815
28/07/1988,9.27,1.58,7.5,3.19,10.781
29/07/1988,6.73,2.21,8.5,4.59,15.513
30/07/1988,7.94,1.8,7.88,5.07,17.135
31/07/1988,17.98,2.1,8.69,6,20.278
01/08/1988,6.2,2.24,8.73,4.03,13.620
02/08/1988,3.88,1.92,8.43,3.05,10.308
03/08/1988,0.35,1.99,10.05,2.62,8.855
04/08/1988,0.5,2.75,10.3,2.06,6.962
05/08/1988,0,1.63,12.6,1.84,6.219
06/08/1988,0.2,1.81,13.08,1.61,5.441
07/08/1988,0,2.4,11.72,1.41,4.765
08/08/1988,9.05,2.47,13.19,1.36,4.596
09/08/1988,1.28,2.16,11.6,1.67,5.644
10/08/1988,11,1.33,9.76,1.38,4.664
11/08/1988,2.48,1.95,10.08,1.45,4.900
12/08/1988,16.98,1.21,9.94,5.74,19.399
13/08/1988,11.91,1.86,9.7,3.23,10.916
14/08/1988,5.85,1.49,11.81,7.56,25.550
15/08/1988,0.03,2.63,10.37,3.52,11.896
16/08/1988,0,1.78,9.92,2.43,8.213
17/08/1988,15.66,1.23,8.62,2.72,9.193
18/08/1988,14.83,0.91,11.09,7.34,24.806
19/08/1988,15.01,1.04,8.53,7.91,26.733
20/08/1988,4.94,1.27,9.06,12.42,41.975
21/08/1988,0.59,2.15,9.42,9.47,32.005
22/08/1988,2.01,1.69,7.53,4.81,16.256
23/08/1988,1.23,1.29,9.58,3.64,12.302
24/08/1988,3.95,1.68,9.62,3.1,10.477
25/08/1988,4.58,1.38,8.17,6.13,20.717
26/08/1988,9.13,1.36,7.85,4.36,14.735
27/08/1988,0.36,2.27,10.7,4.59,15.513
28/08/1988,2.08,1.95,9.36,3.08,10.409
29/08/1988,1.09,1.63,8.1,2.78,9.395
30/08/1988,2.35,1.52,9.12,3.39,11.457
31/08/1988,3.85,2.24,9.26,2.86,9.666
01/09/1988,31.72,0.44,7.11,10.82,36.568
02/09/1988,4.91,1.22,9.24,6.54,22.103
03/09/1988,1.37,2.19,8.63,4.61,15.580
04/09/1988,2.59,2.16,8.85,4.07,13.755
05/09/1988,0,1.63,10.08,4,13.519
06/09/1988,4.06,0.94,8.54,3.5,11.829
07/09/1988,8.75,1.45,12.74,3.31,11.187
08/09/1988,1.65,1.29,13.05,5.59,18.892
09/09/1988,1.67,0.99,8.54,2.98,10.071
10/09/1988,1,0.85,10.38,2.61,8.821
11/09/1988,8.39,1.54,8.09,2.42,8.179
12/09/1988,7.79,1.67,7.47,8.01,27.071
13/09/1988,0.56,1.46,7.57,7.36,24.874
14/09/1988,0.01,1.06,5.95,4.17,14.093
15/09/1988,0.03,1.33,6.68,3.11,10.511
16/09/1988,0,1.14,10.17,2.57,8.686
17/09/1988,0,1.78,9.38,2.2,7.435
18/09/1988,0,1.05,9.04,1.91,6.455
19/09/1988,0,1.01,10.12,1.69,5.712
20/09/1988,0,1.41,10.03,1.53,5.171
21/09/1988,1.3,0.95,10.04,1.44,4.867
22/09/1988,6.43,1,7.5,1.39,4.698
23/09/1988,1.36,0.66,5.64,2.27,7.672
24/09/1988,0.3,1.33,5.87,1.62,5.475
25/09/1988,5.95,1.05,5.84,1.77,5.982
26/09/1988,4.27,1.51,7.59,1.67,5.644
27/09/1988,2.62,1.18,8.89,2.02,6.827
28/09/1988,8.44,1.3,6.64,5.73,19.365
29/09/1988,0.85,1.31,4.05,4.74,16.019
30/09/1988,0,0.75,2.87,2.56,8.652
01/10/1988,3.61,1.37,5.45,2.16,7.300
02/10/1988,1.38,0.9,8.97,3.07,10.375
03/10/1988,6.76,0.27,8.38,4.12,13.924
04/10/1988,7.44,0.38,6.01,4.96,16.763
05/10/1988,5.06,0.5,7.91,3.8,12.843
06/10/1988,4.9,0.92,4.38,3.64,12.302
07/10/1988,21.04,1.18,4.37,18.15,61.340
08/10/1988,23.3,1.33,4.82,15.93,53.838
09/10/1988,2.07,1.02,4.05,13.8,46.639
10/10/1988,0.17,0.45,2.53,5.74,19.399
11/10/1988,3.17,0.38,1.74,4.33,14.634
12/10/1988,9.16,0.33,4,5.46,18.453
13/10/1988,0.89,0.34,6.88,4.56,15.411
14/10/1988,0,0.41,6.05,3.67,12.403
15/10/1988,0,0.41,4.51,3.09,10.443
16/10/1988,0,0.17,4.33,2.71,9.159
17/10/1988,0.02,0.21,6.24,2.45,8.280
18/10/1988,33.17,0.93,6.83,2.55,8.618
19/10/1988,8.92,0.81,8.02,9.65,32.613
20/10/1988,0.88,0.57,6.96,4.41,14.904
21/10/1988,1.57,0.35,7.72,3.29,11.119
22/10/1988,0.13,0.35,7.95,2.89,9.767
23/10/1988,2.9,0.18,2.86,2.49,8.415
24/10/1988,6.62,0.2,4.04,3.15,10.646
25/10/1988,31.95,0.54,6.13,14.76,49.883
26/10/1988,0.11,0.44,7.87,9.39,31.735
27/10/1988,16.33,0.55,6.07,6.15,20.785
28/10/1988,2.54,0.81,1.76,6.08,20.548
29/10/1988,0.08,0.24,-0.8,3.89,13.147
30/10/1988,0.04,0.26,0.04,3.67,12.403
31/10/1988,0,0.24,0.99,3.31,11.187
01/11/1988,0.78,0.37,2.52,3.47,11.727
02/11/1988,0,0.18,0.74,2.61,8.821
03/11/1988,0,0.24,-0.86,2.16,7.300
04/11/1988,1.71,0.54,-0.2,2.06,6.962
05/11/1988,0,0.13,0.63,1.94,6.556
06/11/1988,1.18,0.2,1.69,1.89,6.388
07/11/1988,0,0.04,2.54,1.89,6.388
08/11/1988,9.01,0.57,3.41,2.83,9.564
09/11/1988,2.18,0.09,5.36,3.52,11.896
10/11/1988,6.39,0,6.18,5.17,17.473
11/11/1988,1.19,0.9,3.71,4.01,13.552
12/11/1988,12.25,0.46,4.01,5.68,19.196
13/11/1988,0.43,0.71,3.24,3.82,12.910
14/11/1988,0,0.28,5.04,3.01,10.173
15/11/1988,0.23,0.13,3.72,2.54,8.584
16/11/1988,0.27,0.04,2.66,2.24,7.570
17/11/1988,8.58,0.02,2.24,2.21,7.469
18/11/1988,0.74,0.51,0.59,2.13,7.199
19/11/1988,7.66,0.08,-1.41,1.83,6.185
20/11/1988,5.83,0.18,-2.81,1.49,5.036
21/11/1988,0,0.12,-3.7,1.51,5.103
22/11/1988,0.01,0.01,-2.33,1.66,5.610
23/11/1988,0.33,0.04,-0.16,1.67,5.644
24/11/1988,0.46,0.09,1.59,2.19,7.401
25/11/1988,0.06,0.07,1.92,2.17,7.334
26/11/1988,0.2,0.15,1.4,1.76,5.948
27/11/1988,3.83,0.35,3.12,1.54,5.205
28/11/1988,1.02,0.01,3.32,3.04,10.274
29/11/1988,14.99,0.43,0.85,2.51,8.483
30/11/1988,5.32,0,0.35,2.7,9.125
01/12/1988,0.34,0.75,-0.09,1.78,6.016
02/12/1988,1.06,0.27,-1,1.49,5.036
03/12/1988,5.09,0.54,0.02,1.72,5.813
04/12/1988,4.49,0.08,1.54,5.99,20.244
05/12/1988,2.76,0.59,0.39,2.56,8.652
06/12/1988,0.83,0.3,0.77,2.23,7.537
07/12/1988,0.71,0.34,2.22,4.22,14.262
08/12/1988,2.34,0,3.8,6.29,21.258
09/12/1988,2.97,0.54,3.72,5.29,17.878
10/12/1988,0.19,0.23,4.27,4.86,16.425
11/12/1988,2.54,1.13,5.99,3.99,13.485
12/12/1988,0.42,0.84,4.04,3.33,11.254
13/12/1988,0,0.07,4.28,2.83,9.564
14/12/1988,0,0,2.08,2.43,8.213
15/12/1988,1.36,0.22,4.07,2.2,7.435
16/12/1988,0.77,0.4,1.4,2.18,7.368
17/12/1988,2.16,0.37,2.79,1.96,6.624
18/12/1988,7.14,0.4,4,3.51,11.863
19/12/1988,6.49,0.52,1.38,3.25,10.984
20/12/1988,0.22,0.56,2.23,3.03,10.240
21/12/1988,5.26,0,3.78,3.38,11.423
22/12/1988,2.19,0.94,1.56,3.04,10.274
23/12/1988,7.73,0.03,1.16,3.13,10.578
24/12/1988,2.89,0.81,2.1,2.48,8.381
25/12/1988,6.1,0,2.32,6.07,20.514
26/12/1988,5.79,0.36,4.65,6.02,20.345
27/12/1988,0.36,1.12,4.65,3.78,12.775
28/12/1988,2.89,0.25,5.88,3.47,11.727
29/12/1988,1.85,0.49,7.19,4.6,15.546
30/12/1988,5.32,0.35,5.89,4.99,16.864
31/12/1988,0.1,0.05,5.01,3.62,12.234
01/01/1989,0,0.01,4.29,2.83,9.564
02/01/1989,1.03,0.25,3.07,2.44,8.246
03/01/1989,9.57,0.96,3.33,2.98,10.071
04/01/1989,2.55,0.32,2.39,4.4,14.870
05/01/1989,0.79,0.2,0.51,2.72,9.193
06/01/1989,3.04,0.02,2.48,2.64,8.922
07/01/1989,0.23,0,4.36,3.04,10.274
08/01/1989,3.23,0.59,6.21,2.74,9.260
09/01/1989,1.66,0.24,2.47,3.46,11.694
10/01/1989,6.6,0.39,-0.05,2.37,8.010
11/01/1989,10.74,0.62,0.94,10.68,36.094
12/01/1989,2.07,0.36,0.79,4.12,13.924
13/01/1989,34.51,1.12,1.39,15.27,51.607
14/01/1989,15.39,1.52,3.16,12.9,43.597
15/01/1989,0.07,0,4.23,12.81,43.293
16/01/1989,1.51,1.09,5.85,6.39,21.596
17/01/1989,0.36,0.36,1.1,4.44,15.006
18/01/1989,0.09,0.85,2.85,3.66,12.369
19/01/1989,0.83,0.55,4.73,3.4,11.491
20/01/1989,5.43,0.87,5.31,6.3,21.292
21/01/1989,0.1,0.21,0.95,4.33,14.634
22/01/1989,2.89,0.53,0.65,3.26,11.018
23/01/1989,0.19,0,1.06,3.44,11.626
24/01/1989,2.49,0.61,5.61,3.86,13.045
25/01/1989,3.4,0.62,3.6,3.2,10.815
26/01/1989,2.58,0.37,4.22,3.5,11.829
27/01/1989,5.66,0,4.53,5.14,17.371
28/01/1989,0.39,1.11,2.29,3.8,12.843
29/01/1989,0.09,0.61,3.39,3.14,10.612
30/01/1989,0.16,0.89,6.05,2.94,9.936
31/01/1989,0,0.52,4.33,2.45,8.280
01/02/1989,0.16,0.74,2.74,2.16,7.300
02/02/1989,2.34,0.64,3.76,2.14,7.232
03/02/1989,5.28,0.68,6.04,2.61,8.821
04/02/1989,20.28,1.08,3.09,5.08,17.169
05/02/1989,8.05,1.57,2.87,9.04,30.552
06/02/1989,21.61,0,3.61,13.63,46.064
07/02/1989,1.55,0.48,3.97,9.7,32.782
08/02/1989,0.25,0.35,1.34,4.61,15.580
09/02/1989,0.99,0.78,2.31,3.68,12.437
10/02/1989,0.96,0.4,1.71,3.15,10.646
11/02/1989,10.91,0.63,0.21,2.97,10.038
12/02/1989,4.25,0.59,-0.04,2.44,8.246
13/02/1989,20.65,0.76,1.28,7.13,24.097
14/02/1989,10.99,1.55,2.59,13.13,44.375
15/02/1989,2.87,1.28,-0.06,6.6,22.306
16/02/1989,0.34,0.56,-3.14,3.39,11.457
17/02/1989,4.86,0.85,-1.26,3.97,13.417
18/02/1989,21.56,1.14,2.16,10.11,34.168
19/02/1989,11.22,0.94,0.19,4.32,14.600
20/02/1989,4.35,0.55,-1.26,3,10.139
21/02/1989,11.57,0.72,-0.18,2.76,9.328
22/02/1989,12.3,1.27,0.06,1.99,6.725
23/02/1989,1.79,1.14,-1.23,1.92,6.489
24/02/1989,13.1,0.5,-0.53,2.5,8.449
25/02/1989,0.75,0.26,-1.19,2.17,7.334
26/02/1989,0,0.25,-1.94,1.87,6.320
27/02/1989,0.25,0.48,-2,1.97,6.658
28/02/1989,34.18,0.62,-0.07,3.14,10.612
01/03/1989,2.94,0.77,2.26,5.91,19.974
02/03/1989,5.81,0.32,-0.98,3.65,12.336
03/03/1989,0.96,0.31,0.85,3.4,11.491
04/03/1989,4.99,0.86,2.27,5.1,17.236
05/03/1989,8.31,0.79,2.97,19.98,67.525
06/03/1989,7,1.09,4.89,22.01,74.386
